Category,Subcategory,countryISO3,region_code,population,hoursPerDayCombined,uncertaintyCombined,dataStatus,dataStatusEconomic
Experience oriented,Active recreation,LBN,AS_W,6855709.0,0.49,0.0997280846342377,interpolated,observed
Experience oriented,Meals,LBN,AS_W,6855709.0,1.79,0.3542060233710226,interpolated,observed
Experience oriented,Passive,LBN,AS_W,6855709.0,3.09,0.9391980242887646,interpolated,observed
Experience oriented,Interactive,LBN,AS_W,6855709.0,0.9,0.3497877731254527,interpolated,observed
Food provision,Food preparation,LBR,AF_W,4702224.0,0.63,0.18879534312293067,interpolated,observed
Food provision,Food growth & collection,LBR,AF_W,4702224.0,0.91,0.3296634690923032,interpolated,observed
Food provision,Food processing,LBR,AF_W,4702224.0,0.04,0.006418458600903372,interpolated,observed
Nonfood provision,Materials,LBR,AF_W,4702224.0,0.12,0.005744456916407015,interpolated,observed
Nonfood provision,Energy,LBR,AF_W,4702224.0,0.04,0.0026849750405853333,interpolated,observed
Technosphere modification,Infrastructure,LBR,AF_W,4702224.0,0.01,4.406314593176732e-05,interpolated,observed
Technosphere modification,Buildings,LBR,AF_W,4702224.0,0.06,0.01250994687936605,interpolated,observed
Technosphere modification,Artifacts,LBR,AF_W,4702224.0,0.11,0.016581645067779014,interpolated,observed
Maintenance of surroundings,Inhabited environment,LBR,AF_W,4702224.0,0.62,0.18270943290426672,interpolated,observed
Somatic maintenance,Sleep & bedrest,LBR,AF_W,4702224.0,8.83,1.4426316795511047,interpolated,observed
Maintenance of surroundings,Waste management,LBR,AF_W,4702224.0,0.01,3.610323978078285e-05,interpolated,observed
Somatic maintenance,Physical child care,LBR,AF_W,4702224.0,0.3,0.06298999068199497,interpolated,observed
Somatic maintenance,Health care,LBR,AF_W,4702224.0,0.29,0.044746822497322494,interpolated,observed
Somatic maintenance,Hygiene & grooming,LBR,AF_W,4702224.0,0.99,0.10667176076791132,interpolated,observed
Deliberate neural restructuring,Schooling & research,LBR,AF_W,4702224.0,1.35,0.291913302603372,interpolated,observed
Deliberate neural restructuring,Religious practice,LBR,AF_W,4702224.0,0.24,0.1532396775110406,interpolated,observed
Organization,Human transportation,LBR,AF_W,4702224.0,0.96,0.1269094757255265,interpolated,observed
Organization,Material transportation,LBR,AF_W,4702224.0,0.27,0.049406357788760714,interpolated,observed
Organization,Allocation,LBR,AF_W,4702224.0,1.17,0.47189498874179603,interpolated,observed
Experience oriented,Social,LBR,AF_W,4702224.0,1.55,0.593446171766409,interpolated,observed
Experience oriented,Active recreation,LBR,AF_W,4702224.0,0.42,0.09908946078670577,interpolated,observed
Experience oriented,Meals,LBR,AF_W,4702224.0,1.59,0.3498598373451376,interpolated,observed
Experience oriented,Passive,LBR,AF_W,4702224.0,2.31,0.9167292752863638,interpolated,observed
Experience oriented,Interactive,LBR,AF_W,4702224.0,1.19,0.35008063492278774,interpolated,observed
Food provision,Food preparation,LBY,AF_N,6777453.0,1.16,0.21522931590740532,interpolated,interpolated
Food provision,Food growth & collection,LBY,AF_N,6777453.0,0.36,0.5315158755423957,interpolated,interpolated
Food provision,Food processing,LBY,AF_N,6777453.0,0.03,0.010781443950931315,interpolated,interpolated
Nonfood provision,Materials,LBY,AF_N,6777453.0,0.06,0.00835740700573737,interpolated,interpolated
Nonfood provision,Energy,LBY,AF_N,6777453.0,0.04,0.005055869218119725,interpolated,interpolated
Technosphere modification,Infrastructure,LBY,AF_N,6777453.0,0.07,0.015094965540925431,interpolated,interpolated
Technosphere modification,Buildings,LBY,AF_N,6777453.0,0.23,0.0912173381753581,interpolated,interpolated
Technosphere modification,Artifacts,LBY,AF_N,6777453.0,0.24,0.11237718659348797,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,LBY,AF_N,6777453.0,0.73,0.2006203903090206,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,LBY,AF_N,6777453.0,9.33,1.398380964841321,interpolated,interpolated
Maintenance of surroundings,Waste management,LBY,AF_N,6777453.0,0.01,0.00017716202974975417,interpolated,interpolated
Somatic maintenance,Physical child care,LBY,AF_N,6777453.0,0.2,0.0632846466378267,interpolated,interpolated
Somatic maintenance,Health care,LBY,AF_N,6777453.0,0.1,0.0615162098278777,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,LBY,AF_N,6777453.0,0.79,0.10489341501496897,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,LBY,AF_N,6777453.0,0.86,0.3050563661523419,interpolated,interpolated
Deliberate neural restructuring,Religious practice,LBY,AF_N,6777453.0,0.64,0.15489775205083048,interpolated,interpolated
Organization,Human transportation,LBY,AF_N,6777453.0,0.72,0.13050064507705258,interpolated,interpolated
Organization,Material transportation,LBY,AF_N,6777453.0,0.25,0.05798476658970019,interpolated,interpolated
Organization,Allocation,LBY,AF_N,6777453.0,0.71,0.31708198916535846,interpolated,interpolated
Experience oriented,Social,LBY,AF_N,6777453.0,1.35,0.5921359358295013,interpolated,interpolated
Experience oriented,Active recreation,LBY,AF_N,6777453.0,0.62,0.09951694038813619,interpolated,interpolated
Experience oriented,Meals,LBY,AF_N,6777453.0,1.57,0.3632820795591698,interpolated,interpolated
Experience oriented,Passive,LBY,AF_N,6777453.0,3.04,0.9279567865194728,interpolated,interpolated
Experience oriented,Interactive,LBY,AF_N,6777453.0,0.89,0.3487386008559886,interpolated,interpolated
Food provision,Food preparation,LCA,AM_C,182795.0,1.36,0.23318648923722562,interpolated,observed
Food provision,Food growth & collection,LCA,AM_C,182795.0,0.39,0.028002911977144662,interpolated,observed
Food provision,Food processing,LCA,AM_C,182795.0,0.0,0.0075264607911538,interpolated,observed
Nonfood provision,Materials,LCA,AM_C,182795.0,0.07,0.0021381201508985986,interpolated,observed
Nonfood provision,Energy,LCA,AM_C,182795.0,0.04,0.003579702780700984,interpolated,observed
Technosphere modification,Infrastructure,LCA,AM_C,182795.0,0.08,0.0008729397961268884,interpolated,observed
Technosphere modification,Buildings,LCA,AM_C,182795.0,0.24,0.01389689663559339,interpolated,observed
Technosphere modification,Artifacts,LCA,AM_C,182795.0,0.26,0.015306195527209954,interpolated,observed
Maintenance of surroundings,Inhabited environment,LCA,AM_C,182795.0,1.37,0.2096449725745468,interpolated,observed
Somatic maintenance,Sleep & bedrest,LCA,AM_C,182795.0,8.21,3.8838580704242074,interpolated,observed
Maintenance of surroundings,Waste management,LCA,AM_C,182795.0,0.01,0.0006623365153406782,interpolated,observed
Somatic maintenance,Physical child care,LCA,AM_C,182795.0,0.7,0.07097774021208839,interpolated,observed
Somatic maintenance,Health care,LCA,AM_C,182795.0,0.46,0.04430955846340624,interpolated,observed
Somatic maintenance,Hygiene & grooming,LCA,AM_C,182795.0,0.93,3.020862874010396,interpolated,observed
Deliberate neural restructuring,Schooling & research,LCA,AM_C,182795.0,1.26,0.3106181049857639,interpolated,observed
Deliberate neural restructuring,Religious practice,LCA,AM_C,182795.0,0.23,0.15333792271703037,interpolated,observed
Organization,Human transportation,LCA,AM_C,182795.0,0.74,0.5992044710820813,interpolated,observed
Organization,Material transportation,LCA,AM_C,182795.0,0.14,0.03976669333671975,interpolated,observed
Organization,Allocation,LCA,AM_C,182795.0,1.42,0.11843188508499297,interpolated,observed
Experience oriented,Social,LCA,AM_C,182795.0,0.99,0.9608570060474281,interpolated,observed
Experience oriented,Active recreation,LCA,AM_C,182795.0,0.45,0.10059498493789468,interpolated,observed
Experience oriented,Meals,LCA,AM_C,182795.0,1.27,3.2601218279034234,interpolated,observed
Experience oriented,Passive,LCA,AM_C,182795.0,2.1,1.1260053429305728,interpolated,observed
Experience oriented,Interactive,LCA,AM_C,182795.0,1.27,0.5711048054888423,interpolated,observed
Food provision,Food preparation,LKA,AS_S,21323734.0,1.18,0.18583068448706477,interpolated,observed
Food provision,Food growth & collection,LKA,AS_S,21323734.0,0.61,0.02663386747321382,interpolated,observed
Food provision,Food processing,LKA,AS_S,21323734.0,0.16,0.006503207166921619,interpolated,observed
Nonfood provision,Materials,LKA,AS_S,21323734.0,0.04,0.0008187630560293114,interpolated,observed
Nonfood provision,Energy,LKA,AS_S,21323734.0,0.03,0.0021874406856778237,interpolated,observed
Technosphere modification,Infrastructure,LKA,AS_S,21323734.0,0.02,2.8081874385962162e-05,interpolated,observed
Technosphere modification,Buildings,LKA,AS_S,21323734.0,0.17,0.01190355380082631,interpolated,observed
Technosphere modification,Artifacts,LKA,AS_S,21323734.0,0.35,0.01307724307927247,interpolated,observed
Maintenance of surroundings,Inhabited environment,LKA,AS_S,21323734.0,0.74,0.18098414138998936,interpolated,observed
Somatic maintenance,Sleep & bedrest,LKA,AS_S,21323734.0,9.49,0.9778074442429884,interpolated,observed
Maintenance of surroundings,Waste management,LKA,AS_S,21323734.0,0.0,3.6134514186027696e-05,interpolated,observed
Somatic maintenance,Physical child care,LKA,AS_S,21323734.0,0.28,0.062656913008056,interpolated,observed
Somatic maintenance,Health care,LKA,AS_S,21323734.0,0.08,0.04338600198237352,interpolated,observed
Somatic maintenance,Hygiene & grooming,LKA,AS_S,21323734.0,1.21,0.10439933092350087,interpolated,observed
Deliberate neural restructuring,Schooling & research,LKA,AS_S,21323734.0,1.35,0.28165959418498326,interpolated,observed
Deliberate neural restructuring,Religious practice,LKA,AS_S,21323734.0,0.27,0.152745068979181,interpolated,observed
Organization,Human transportation,LKA,AS_S,21323734.0,0.75,0.12073300057906922,interpolated,observed
Organization,Material transportation,LKA,AS_S,21323734.0,0.25,0.03735458139425292,interpolated,observed
Organization,Allocation,LKA,AS_S,21323734.0,0.69,0.10022169669850646,interpolated,observed
Experience oriented,Social,LKA,AS_S,21323734.0,1.8,0.590475743324858,interpolated,observed
Experience oriented,Active recreation,LKA,AS_S,21323734.0,0.23,0.09868911703823374,interpolated,observed
Experience oriented,Meals,LKA,AS_S,21323734.0,1.62,0.3453722402778969,interpolated,observed
Experience oriented,Passive,LKA,AS_S,21323734.0,2.05,0.8945959780259312,interpolated,observed
Experience oriented,Interactive,LKA,AS_S,21323734.0,0.64,0.34590025302703326,interpolated,observed
Food provision,Food preparation,LSO,AF_S,2125267.0,0.83,0.19027249560875886,interpolated,observed
Food provision,Food growth & collection,LSO,AF_S,2125267.0,0.46,0.0373931579478546,interpolated,observed
Food provision,Food processing,LSO,AF_S,2125267.0,0.01,0.0061644816779767,interpolated,observed
Nonfood provision,Materials,LSO,AF_S,2125267.0,0.12,0.0018214627087662742,interpolated,observed
Nonfood provision,Energy,LSO,AF_S,2125267.0,0.12,0.002367561164258668,interpolated,observed
Technosphere modification,Infrastructure,LSO,AF_S,2125267.0,0.04,0.0004436501213395574,interpolated,observed
Technosphere modification,Buildings,LSO,AF_S,2125267.0,0.14,0.012598941396865434,interpolated,observed
Technosphere modification,Artifacts,LSO,AF_S,2125267.0,0.46,0.026328023715916117,interpolated,observed
Maintenance of surroundings,Inhabited environment,LSO,AF_S,2125267.0,0.9,0.18445447317308025,interpolated,observed
Somatic maintenance,Sleep & bedrest,LSO,AF_S,2125267.0,9.73,1.4017380311392893,interpolated,observed
Maintenance of surroundings,Waste management,LSO,AF_S,2125267.0,0.01,4.347861699483411e-05,interpolated,observed
Somatic maintenance,Physical child care,LSO,AF_S,2125267.0,0.2,0.06282784998826546,interpolated,observed
Somatic maintenance,Health care,LSO,AF_S,2125267.0,0.08,0.04340965541355113,interpolated,observed
Somatic maintenance,Hygiene & grooming,LSO,AF_S,2125267.0,1.11,0.10890567434794544,interpolated,observed
Deliberate neural restructuring,Schooling & research,LSO,AF_S,2125267.0,1.04,0.28411188026567236,interpolated,observed
Deliberate neural restructuring,Religious practice,LSO,AF_S,2125267.0,0.28,0.15310620034663583,interpolated,observed
Organization,Human transportation,LSO,AF_S,2125267.0,1.04,0.12255548654025163,interpolated,observed
Organization,Material transportation,LSO,AF_S,2125267.0,0.1,0.037977919706781736,interpolated,observed
Organization,Allocation,LSO,AF_S,2125267.0,0.58,0.1057445004495853,interpolated,observed
Experience oriented,Social,LSO,AF_S,2125267.0,1.23,0.5907416554227737,interpolated,observed
Experience oriented,Active recreation,LSO,AF_S,2125267.0,0.35,0.09903347479667916,interpolated,observed
Experience oriented,Meals,LSO,AF_S,2125267.0,1.29,0.3518632422381939,interpolated,observed
Experience oriented,Passive,LSO,AF_S,2125267.0,3.02,0.9213604643165245,interpolated,observed
Experience oriented,Interactive,LSO,AF_S,2125267.0,0.88,0.34723128249643137,interpolated,observed
Food provision,Food preparation,LTU,EU_N,3212867.0,0.99,0.0018078919174292758,observed,observed
Food provision,Food growth & collection,LTU,EU_N,3212867.0,0.44,0.0047815674311270494,observed,observed
Food provision,Food processing,LTU,EU_N,3212867.0,0.13,0.0011744838845128508,observed,observed
Nonfood provision,Materials,LTU,EU_N,3212867.0,0.05,0.00017032246162855983,observed,observed
Nonfood provision,Energy,LTU,EU_N,3212867.0,0.06,0.00030001550506443574,observed,observed
Technosphere modification,Infrastructure,LTU,EU_N,3212867.0,0.09,0.0008523340750932176,observed,observed
Technosphere modification,Buildings,LTU,EU_N,3212867.0,0.42,0.010853607870336797,observed,observed
Technosphere modification,Artifacts,LTU,EU_N,3212867.0,0.51,0.016519548686576107,observed,observed
Maintenance of surroundings,Inhabited environment,LTU,EU_N,3212867.0,1.22,0.001966771710376829,observed,observed
Somatic maintenance,Sleep & bedrest,LTU,EU_N,3212867.0,8.84,0.1331980880663864,observed,observed
Maintenance of surroundings,Waste management,LTU,EU_N,3212867.0,0.02,2.352769452225644e-05,observed,observed
Somatic maintenance,Physical child care,LTU,EU_N,3212867.0,0.21,0.0004671343602096,observed,observed
Somatic maintenance,Health care,LTU,EU_N,3212867.0,0.26,0.003951228995993449,observed,observed
Somatic maintenance,Hygiene & grooming,LTU,EU_N,3212867.0,0.94,0.0015122260672316328,observed,observed
Deliberate neural restructuring,Schooling & research,LTU,EU_N,3212867.0,0.89,0.011048844009564112,observed,observed
Deliberate neural restructuring,Religious practice,LTU,EU_N,3212867.0,0.12,5.870650363611567e-05,observed,observed
Organization,Human transportation,LTU,EU_N,3212867.0,0.87,0.002206968669550144,observed,observed
Organization,Material transportation,LTU,EU_N,3212867.0,0.49,0.006101854448106645,observed,observed
Organization,Allocation,LTU,EU_N,3212867.0,1.22,0.07889298756383264,observed,observed
Experience oriented,Social,LTU,EU_N,3212867.0,0.51,0.001375384585202,observed,observed
Experience oriented,Active recreation,LTU,EU_N,3212867.0,0.5,0.0003538463986491,observed,observed
Experience oriented,Meals,LTU,EU_N,3212867.0,1.57,0.004785211648851,observed,observed
Experience oriented,Passive,LTU,EU_N,3212867.0,3.09,0.010629088963017558,observed,observed
Experience oriented,Interactive,LTU,EU_N,3212867.0,0.58,0.0008254887244290644,observed,observed
Food provision,Food preparation,LUX,EU_W,507890.0,0.72,0.0006563484820958216,observed,observed
Food provision,Food growth & collection,LUX,EU_W,507890.0,0.08,6.870301979368619e-05,observed,observed
Food provision,Food processing,LUX,EU_W,507890.0,0.02,2.1687089949913875e-05,observed,observed
Nonfood provision,Materials,LUX,EU_W,507890.0,0.01,1.0867165164217753e-06,observed,observed
Nonfood provision,Energy,LUX,EU_W,507890.0,0.01,3.183098698899244e-06,observed,observed
Technosphere modification,Infrastructure,LUX,EU_W,507890.0,0.06,0.00016391180247907344,observed,observed
Technosphere modification,Buildings,LUX,EU_W,507890.0,0.24,0.0012060312871465468,observed,observed
Technosphere modification,Artifacts,LUX,EU_W,507890.0,0.22,0.0009412305101481452,observed,observed
Maintenance of surroundings,Inhabited environment,LUX,EU_W,507890.0,0.88,0.0007533857951292472,observed,observed
Somatic maintenance,Sleep & bedrest,LUX,EU_W,507890.0,8.98,0.1416074065650687,observed,observed
Maintenance of surroundings,Waste management,LUX,EU_W,507890.0,0.0,0.0,observed,observed
Somatic maintenance,Physical child care,LUX,EU_W,507890.0,0.22,0.00015269412142573013,observed,observed
Somatic maintenance,Health care,LUX,EU_W,507890.0,0.2,0.0006489509323162028,observed,observed
Somatic maintenance,Hygiene & grooming,LUX,EU_W,507890.0,0.96,0.0016359228559221868,observed,observed
Deliberate neural restructuring,Schooling & research,LUX,EU_W,507890.0,0.99,0.002200761826371315,observed,observed
